KEYWORDS, BEST,GOOD,BAD,EACH WORD ,BETA %%
aceto,1,2,3,050.0,1.19
cullen,0,2,1,66.66666666666667,100
frost,0,2,1,66.66666666666667,100
caseys,0,2,1,66.66666666666667,100
factset,0,2,1,66.66666666666667,100
spxc,0,2,1,66.66666666666667,100
advancing,0,1,3,025.0,2.22
appswarm,0,0,3,000.0,100
swrm,0,0,6,000.0,100
real,0,9,7,56.25,2.69
estate,0,5,7,41.666666666666664,2.69
ustc,0,0,3,000.0,100
finalize,0,0,3,000.0,100
wallet,0,0,3,000.0,100
loxo,2,4,0,100.0,100
rolling,1,2,0,100.0,100
larotrectinib,1,2,0,100.0,100
fusion,1,2,0,100.0,100
intellectual,1,0,2,33.333333333333336,100
sting,1,0,2,33.333333333333336,100
newly,1,0,2,33.333333333333336,100
issued,2,0,4,33.333333333333336,100
oversubscribed,1,1,0,100.0,1.49
albemarle,0,1,2,33.333333333333336,100
eversource,0,1,2,33.333333333333336,100
axalta,0,1,2,33.333333333333336,100
coating,0,1,2,33.333333333333336,100
sensient,0,1,2,33.333333333333336,100
parks,0,1,2,33.333333333333336,100
linn,0,1,2,33.333333333333336,-1.0
oklahoma,0,2,3,040.0,1.7
waterflood,0,0,2,000.0,100
panhandle,0,0,2,000.0,100
lngg,0,1,2,33.333333333333336,-1.0
cann,0,1,2,33.333333333333336,100
ooma,2,2,2,66.66666666666667,100
butterfleye,1,1,1,66.66666666666667,100
video,2,1,2,060.0,0.6
acute,0,1,2,33.333333333333336,-1.0
versus,1,0,3,025.0,1.91
gross,1,1,2,050.0,1.14
margin,1,1,2,050.0,1.14
gaap,0,2,4,33.333333333333336,100
digit,0,1,2,33.333333333333336,100
billings,0,1,2,33.333333333333336,100
destination,0,2,3,040.0,0.52
participation,0,4,11,26.666666666666668,0.18
dxlg,0,2,3,040.0,0.52
amag,2,0,4,33.333333333333336,100
entitled,1,0,2,33.333333333333336,100
reducing,1,0,2,33.333333333333336,100
preterm,1,0,2,33.333333333333336,100
birth,1,0,2,33.333333333333336,100
hemispherx,1,3,1,080.0,2.69
successfully,1,2,2,060.0,1.73
demonstration,1,1,0,100.0,100
batch,1,1,0,100.0,100
ampligen,1,2,1,075.0,-0.44
manufacturer,1,1,1,66.66666666666667,-0.33
intellia,0,2,1,66.66666666666667,100
cytomx,0,2,1,66.66666666666667,100
bancsystem,0,2,1,66.66666666666667,100
enable,0,2,1,66.66666666666667,100
multapplied,0,1,0,100.0,100
defined,0,1,0,100.0,100
wide,0,2,1,66.66666666666667,0.75
area,1,3,1,080.0,-1.0
weight,0,2,1,66.66666666666667,100
watchers,0,2,1,66.66666666666667,100
tailored,0,2,1,66.66666666666667,100
invesco,0,2,1,66.66666666666667,100
barnes,0,2,1,66.66666666666667,100
launching,0,0,3,000.0,100
empowered,0,0,3,000.0,100
servisfirst,0,1,1,050.0,100
sfbs,0,1,1,050.0,100
transcontinental,0,0,3,000.0,100
founders,0,2,3,040.0,0.79
cedrom,0,0,3,000.0,100
stakes,0,0,3,000.0,100
cision,0,0,3,000.0,100
excelsior,1,2,0,100.0,100
oversubscription,0,1,0,100.0,100
japanese,2,2,4,050.0,1.43
therapeutic,1,1,1,66.66666666666667,100
levi,1,3,3,57.142857142857146,1.59
korsinsky,1,3,3,57.142857142857146,1.59
notifies,1,3,1,080.0,0.13
qudian,0,2,1,66.66666666666667,100
21vianet,1,2,2,060.0,1.06
divestiture,1,1,2,050.0,100
remaining,1,3,3,57.142857142857146,4.04
interest,1,2,1,075.0,-1.0
aipu,1,1,1,66.66666666666667,100
elimination,1,1,1,66.66666666666667,100
vnet,1,2,2,060.0,1.06
cold,0,2,0,100.0,100
enrichment,0,2,0,100.0,100
identify,0,3,0,100.0,-1.0
liquid,0,2,0,100.0,100
biopsies,0,2,0,100.0,100
sanger,0,2,0,100.0,100
sequencing,0,2,0,100.0,100
abeona,0,1,2,33.333333333333336,100
iiib,0,1,2,33.333333333333336,100
abeo,0,1,2,33.333333333333336,100
chronic,0,1,2,33.333333333333336,100
complex,0,2,4,33.333333333333336,1.87
continuing,0,1,2,33.333333333333336,100
atossa,0,2,2,050.0,4.24
atos,0,2,2,050.0,4.24
egyptian,1,1,1,66.66666666666667,-0.47
1970,0,1,1,050.0,100
tennis,0,1,1,050.0,100
icons,0,1,1,050.0,100
bobby,0,1,1,050.0,100
riggs,0,1,1,050.0,100
billie,0,1,1,050.0,100
king,0,1,1,050.0,100
represented,0,1,1,050.0,100
agent,0,5,2,71.42857142857143,-1.0
alan,0,1,1,050.0,100
morell,0,1,1,050.0,100
highly,0,1,2,33.333333333333336,1.76
acclaimed,0,1,1,050.0,100
searchlight,0,1,1,050.0,100
pictures,0,1,1,050.0,100
battle,0,1,1,050.0,100
sexes,0,1,1,050.0,100
tivity,0,4,1,080.0,0.75
tvty,0,3,0,100.0,100
litra3,2,1,0,100.0,100
debut,2,1,0,100.0,100
starting,2,1,0,100.0,100
operator,2,1,0,100.0,100
swift,1,1,2,050.0,-1.0
navigation,1,2,2,060.0,-1.0
patterns,0,0,1,000.0,100
vsqtf,0,0,2,000.0,100
propulse,1,1,0,100.0,100
wars,1,1,1,66.66666666666667,0.92
derniers,1,1,0,100.0,100
jedi,1,1,0,100.0,100
affichant,1,1,0,100.0,100
complet,1,1,0,100.0,100
partout,1,1,0,100.0,100
travers,1,1,0,100.0,100
monde,1,1,0,100.0,100
rigrodsky,0,0,1,000.0,100
suit,0,0,1,000.0,100
capella,0,0,1,000.0,100
navamedic,1,0,1,050.0,100
zorflex,1,0,1,050.0,100
sweden,1,0,1,050.0,100
finland,1,0,1,050.0,100
dorian,0,1,1,050.0,100
eastern,1,0,0,100.0,100
ablynx,0,1,1,050.0,100
ethno,0,1,1,050.0,100
bridging,0,1,1,050.0,100
caplacizumab,0,1,1,050.0,100
brussels,0,2,3,040.0,1.87
ablx,0,1,1,050.0,100
optex,0,1,0,100.0,100
ending,0,4,1,080.0,0.87
baidu,2,2,1,080.0,1.84
apollo,0,1,0,100.0,100
driving,0,1,1,050.0,1.86
allotment,0,3,0,100.0,1.56
interior,0,3,1,075.0,1.76
concepts,0,1,0,100.0,100
arbor,0,0,2,000.0,100
ninth,0,0,2,000.0,100
collateralized,0,0,2,000.0,100
commercialisation,0,0,1,000.0,100
eurofarma,0,0,1,000.0,100
latin,1,1,3,040.0,-1.0
ridinilazole,0,0,1,000.0,100
apellis,2,2,2,66.66666666666667,-1.0
finalizes,2,0,2,050.0,-3.59
geographic,2,0,0,100.0,100
atrophy,2,0,0,100.0,100
apls,2,2,2,66.66666666666667,-1.0
subordinated,1,0,1,050.0,100
cinema,1,1,0,100.0,100
moci,1,1,0,100.0,100
denali,0,0,2,000.0,100
lrrk2,0,0,2,000.0,100
dnli,0,0,2,000.0,100
karolinska,1,1,0,100.0,100
modus,1,1,0,100.0,100
demonstrating,1,1,1,66.66666666666667,4.63
adhesive,1,1,0,100.0,100
sevuparin,1,1,0,100.0,100
electrovaya,0,1,1,050.0,100
18h28,0,2,0,100.0,100
annonce,0,2,0,100.0,100
calcul,0,2,0,100.0,100
prix,0,2,0,100.0,100
rachat,0,2,0,100.0,100
billets,0,2,0,100.0,100
premier,1,2,2,060.0,1.76
rang,0,2,0,100.0,100
chant,0,2,0,100.0,100
departure,0,0,2,000.0,100
cable,1,1,0,100.0,100
wireless,1,1,2,050.0,1.2
inge,1,1,0,100.0,100
smidts,1,1,0,100.0,100
lila,2,2,2,66.66666666666667,-1.0
mateo,0,1,1,050.0,100
regenerative,0,0,1,000.0,100
failure,0,0,1,000.0,100
left,0,0,1,000.0,100
ventricular,0,0,1,000.0,100
assist,0,0,1,000.0,100
twin,0,2,0,100.0,100
highlighted,0,0,2,000.0,100
advance,0,0,3,000.0,-7.64
cotinga,0,0,2,000.0,100
signifies,0,0,2,000.0,100
evolution,0,0,2,000.0,100
focused,0,0,5,000.0,-1.0
stage,0,4,3,57.142857142857146,1.0
biopharmaceutical,0,0,2,000.0,100
merrill,1,0,1,050.0,100
lynch,1,0,1,050.0,100
banking,2,4,1,85.71428571428571,-1.0
veteran,1,0,1,050.0,100
deep,0,1,1,050.0,100
montney,0,1,1,050.0,100
reaffirms,0,1,1,050.0,100
exit,0,1,1,050.0,100
annualized,0,1,4,020.0,0.34
adjusted,1,1,3,040.0,1.14
tranche,3,3,1,85.71428571428571,0.82
remote,0,3,0,100.0,0.79
1linx,0,1,0,100.0,100
authentication,0,1,0,100.0,100
lane,0,2,4,33.333333333333336,1.68
declaration,0,1,1,050.0,100
basis,0,1,1,050.0,100
oxlco,0,2,3,040.0,-1.0
spar,0,2,0,100.0,0.06
promotion,1,2,0,100.0,2.39
gerry,0,2,0,100.0,0.06
sgrp,0,2,0,100.0,0.06
legacy,1,0,2,33.333333333333336,3.28
cleanup,1,0,1,050.0,100
yolanda,0,0,2,000.0,100
murphy,0,4,4,050.0,0.55
alleace,0,0,2,000.0,100
gibbs,0,0,2,000.0,100
mission,0,0,2,000.0,100
mexco,1,0,0,100.0,100
petroquest,1,1,0,100.0,100
louisiana,2,1,2,060.0,0.33
play,1,1,0,100.0,100
sandspring,0,1,1,050.0,100
wheaton,0,1,1,050.0,100
precious,0,1,1,050.0,100
metals,1,2,9,025.0,-1.0
kotipizza,0,1,0,100.0,100
comparable,0,2,0,100.0,100
helsinki,0,1,0,100.0,100
pizza,0,1,0,100.0,100
candy,0,0,2,000.0,100
funko,0,0,4,000.0,-1.0
collectibles,0,0,2,000.0,100
fnko,0,0,4,000.0,-1.0
aeterna,0,0,2,000.0,100
zentaris,0,0,2,000.0,100
macrilen,0,0,2,000.0,100
macimorelin,0,0,2,000.0,100
diagnosis,0,0,2,000.0,100
adult,0,0,3,000.0,-1.0
hormone,0,0,2,000.0,100
aezs,0,0,2,000.0,100
placements,1,1,0,100.0,100
hmsy,1,0,1,050.0,100
labs,0,1,2,33.333333333333336,2.49
gateway,1,0,3,025.0,0.72
lawrence,1,0,0,100.0,100
seaway,1,0,0,100.0,100
gifi,1,0,0,100.0,100
commerce,0,2,4,33.333333333333336,1.04
innovator,0,1,1,050.0,100
conversionpoint,0,1,1,050.0,100
following,0,1,2,33.333333333333336,-7.64
kevin,1,1,1,66.66666666666667,2.39
lukassen,1,0,0,100.0,100
tennessee,1,0,0,100.0,100
conn,0,4,0,100.0,100
huawei,2,0,0,100.0,100
bidu,2,0,1,66.66666666666667,1.84
solicitation,0,1,0,100.0,100
irhythm,0,1,0,100.0,100
irtc,0,1,0,100.0,100
survival,0,1,0,100.0,100
treated,0,1,0,100.0,100
proscavax,0,1,0,100.0,100
shipping,0,0,2,000.0,1.34
continuation,0,2,1,66.66666666666667,-0.15
charter,0,0,3,000.0,1.37
erato,0,0,1,000.0,100
danae,0,0,1,000.0,100
phaethon,0,0,1,000.0,100
otcmarkets,0,1,0,100.0,100
uama,0,1,1,050.0,2.2
between,0,0,1,000.0,100
sio2,0,0,1,000.0,100
chesnaye,0,0,1,000.0,100
near,0,0,1,000.0,100
baie,0,0,1,000.0,100
comeau,0,0,1,000.0,100
kornit,0,1,0,100.0,100
conferences,1,3,3,57.142857142857146,1.05
krnt,0,1,0,100.0,100
papa,0,0,1,000.0,100
part,0,0,1,000.0,100
refresh,0,0,1,000.0,100
frsh,0,0,1,000.0,100
proteostasis,1,0,0,100.0,100
fingerprint,0,1,0,100.0,100
biometric,1,1,0,100.0,2.29
bkyi,0,1,0,100.0,100
collaborations,0,0,1,000.0,100
possible,0,0,1,000.0,100
flexible,1,0,1,050.0,-1.0
mercitalia,0,2,0,100.0,100
traxx,0,2,0,100.0,100
locomotives,0,2,0,100.0,100
italian,0,1,1,050.0,-0.33
freight,0,1,0,100.0,100
locomotive,0,1,0,100.0,100
traction,0,1,0,100.0,100
adhesion,0,1,0,100.0,100
includes,0,1,0,100.0,100
extraordinary,0,0,2,000.0,1.52
acasti,0,2,3,040.0,1.71
warrants,0,1,2,33.333333333333336,0.28
giapreza,1,2,0,100.0,2.34
angiotensin,1,2,0,100.0,2.34
boeing,0,1,0,100.0,100
flyegypt,0,1,0,100.0,100
hyaluronic,0,1,0,100.0,100
acid,0,1,0,100.0,100
approx,0,1,0,100.0,100
crop,0,1,0,100.0,100
settles,0,1,0,100.0,100
pyds,0,0,1,000.0,100
hydropothecary,0,1,0,100.0,100
inventory,0,1,0,100.0,100
gram,0,1,0,100.0,100
declines,0,1,0,100.0,100
wheeler,0,2,1,66.66666666666667,1.32
keybank,0,1,0,100.0,100
whlr,0,2,1,66.66666666666667,1.32
lexinfintech,0,1,0,100.0,100
histogenics,1,0,2,33.333333333333336,1.43
medinet,0,0,1,000.0,100
enter,0,3,4,42.857142857142854,1.23
licensing,0,0,2,000.0,0.01
neocart,1,0,2,33.333333333333336,1.43
hsgx,1,0,2,33.333333333333336,1.43
genmark,0,0,3,000.0,-0.07
gnmk,0,0,3,000.0,-0.07
bpce,0,0,2,000.0,100
riahi,0,0,1,000.0,100
groupe,0,0,1,000.0,100
charge,0,1,3,025.0,0.66
legal,0,0,4,000.0,-2.39
supervisory,0,0,1,000.0,100
secretary,0,0,2,000.0,1.53
eagle,0,2,2,050.0,-1.0
diverse,0,0,1,000.0,100
applications,0,1,3,025.0,1.92
jason,0,0,1,000.0,100
boling,0,0,1,000.0,100
steven,0,0,1,000.0,100
brink,0,0,1,000.0,100
below,1,0,1,050.0,0.35
contek,0,0,1,000.0,100
quality,0,0,2,000.0,1.76
brief,0,0,1,000.0,100
appeal,0,0,1,000.0,100
interference,0,0,1,000.0,100
circuit,0,0,4,000.0,1.79
humanigen,0,1,0,100.0,100
obligations,0,1,0,100.0,100
hgen,0,1,0,100.0,100
identiv,0,0,1,000.0,100
inve,0,0,1,000.0,100
buckeye,1,0,1,050.0,1.01
ambrx,1,0,0,100.0,100
gemphire,1,0,0,100.0,100
proof,1,1,0,100.0,1.77
concept,1,0,0,100.0,100
differentiated,1,0,0,100.0,100
gemp,1,0,0,100.0,100
micron,0,1,2,33.333333333333336,0.84
fluidigm,0,2,1,66.66666666666667,4.21
fldm,0,0,1,000.0,100
epri,0,0,1,000.0,100
suggests,0,0,1,000.0,100
grid,0,0,1,000.0,100
disruptions,0,0,1,000.0,100
resulting,0,0,3,000.0,-2.39
altitude,0,0,1,000.0,100
electromagnetic,0,0,1,000.0,100
pulse,0,0,1,000.0,100
agriculture,0,0,2,000.0,0.58
2021,0,2,2,050.0,0.8
18th,0,0,1,000.0,100
ideas,0,2,1,66.66666666666667,0.81
demonstrate,1,5,3,66.66666666666667,1.28
sensor,0,2,2,050.0,1.24
chinacache,1,0,0,100.0,100
ccih,1,0,0,100.0,100
majestic,0,0,1,000.0,100
toro,0,0,1,000.0,100
parrilla,0,0,1,000.0,100
martin,0,1,1,050.0,1.88
klondex,0,1,0,100.0,100
mineral,0,1,0,100.0,100
resource,1,3,1,080.0,1.49
estimate,0,1,0,100.0,100
fire,0,1,0,100.0,100
creek,0,2,2,050.0,1.87
indicated,0,1,0,100.0,100
aueq,0,2,0,100.0,100
inferred,0,1,0,100.0,100
resigns,0,2,1,66.66666666666667,0.95
galway,0,0,1,000.0,100
reviewing,0,0,1,000.0,100
candidates,0,0,1,000.0,100
gulfport,0,0,1,000.0,100
scoop,0,0,2,000.0,100
sycamore,0,0,1,000.0,100
woodford,0,0,1,000.0,100
gpor,0,0,1,000.0,100
integra,0,1,0,100.0,100
lifesciences,0,1,0,100.0,100
iart,0,1,0,100.0,100
anfield,0,0,1,000.0,100
coringa,0,0,1,000.0,100
florida,0,4,3,57.142857142857146,-551.2
transocean,2,0,1,66.66666666666667,1.85
harsh,1,0,0,100.0,100
semisubmersible,1,0,0,100.0,100
spitsbergen,1,0,0,100.0,100
recreational,1,0,0,100.0,100
kaya,1,0,0,100.0,100
otcqb,1,0,1,050.0,1.86
kays,2,0,0,100.0,100
clips,1,0,0,100.0,100
dynamics,0,0,2,000.0,4.64
experts,0,1,1,050.0,-1.0
monetize,0,0,1,000.0,100
dnad,0,0,2,000.0,4.64
signet,1,2,0,100.0,0.13
jewelers,1,2,0,100.0,0.13
trisura,0,0,1,000.0,100
consolidation,0,0,1,000.0,100
comparing,0,0,1,000.0,100
quetiapine,0,0,1,000.0,100
adjunctive,0,0,1,000.0,100
antidepressants,0,0,1,000.0,100
depressive,1,0,2,33.333333333333336,1.37
strad,0,0,1,000.0,100
expenditure,0,0,1,000.0,100
gwph,0,1,0,100.0,100
arix,0,0,3,000.0,100
bioscience,0,2,3,040.0,4.79
leads,0,0,1,000.0,100
aura,0,0,2,000.0,1.22
semcams,0,1,0,100.0,100
duvernay,0,1,0,100.0,100
sour,0,1,0,100.0,100
plant,0,1,1,050.0,-1.0
semg,0,1,0,100.0,100
kcap,2,0,0,100.0,100
refinancing,1,0,1,050.0,0.98
catamaran,1,0,0,100.0,100
2015,1,0,1,050.0,1.43
trimaran,1,0,0,100.0,100
advisors,1,0,0,100.0,100
yield10,0,2,1,66.66666666666667,4.79
yten,0,2,1,66.66666666666667,4.79
polish,0,1,0,100.0,100
leukemia,0,2,0,100.0,-1.0
rodger,0,1,0,100.0,100
novak,0,1,0,100.0,100
nxtd,0,1,0,100.0,100
pdce,0,1,0,100.0,100
ultra,0,0,2,000.0,1.79
marcellus,0,0,1,000.0,100
anabasum,0,0,2,000.0,100
lupus,0,0,1,000.0,100
erythematosus,0,0,1,000.0,100
funded,0,2,2,050.0,-1.0
niaid,0,0,1,000.0,100
autoimmunity,0,0,1,000.0,100
centers,0,0,2,000.0,2.2
affects,0,0,1,000.0,100
americans,0,0,1,000.0,100
indication,0,0,1,000.0,100
airport,0,0,1,000.0,100
merus,0,0,1,000.0,-1.0
mrus,0,0,1,000.0,-1.0
youngevity,0,1,0,100.0,-0.28
roasters,0,1,0,100.0,-0.28
coffee,0,1,0,100.0,-0.28
ship,0,1,0,100.0,-0.28
orally,0,0,1,000.0,1.4
administered,0,0,1,000.0,1.4
antibacterial,0,0,1,000.0,1.4
scape,0,0,1,000.0,1.4
arlington,1,0,2,33.333333333333336,0.98
rosslyn,1,0,2,33.333333333333336,0.98
also,1,1,2,050.0,1.43
2445,1,0,2,33.333333333333336,0.98
biotricity,0,0,4,000.0,-1.0
bioflux,0,0,4,000.0,-1.0
pilot,0,3,6,33.333333333333336,0.08
sites,0,1,4,020.0,1.04
btcy,0,0,4,000.0,-1.0
selecta,0,4,0,100.0,-1.0
rapamycin,0,4,0,100.0,-1.0
selb,0,4,0,100.0,-1.0
quirklogic,0,4,0,100.0,0.81
quilla,0,4,0,100.0,0.81
teams,0,4,2,66.66666666666667,1.05
ideate,0,2,0,100.0,0.79
facilitates,0,2,0,100.0,0.79
interactive,0,2,0,100.0,0.79
innovate,0,2,0,100.0,0.79
faster,0,2,0,100.0,0.79
intra,1,4,4,55.55555555555556,0.7
cellular,1,6,3,070.0,0.7
itci,1,4,1,83.33333333333333,0.7
agios,0,3,1,075.0,1.96
agio,0,3,1,075.0,1.96
healthlynked,1,0,0,100.0,-1.0
newsfeed,1,0,0,100.0,-1.0
providers,1,0,0,100.0,-1.0
hlyk,1,0,0,100.0,-1.0
coolisys,0,0,4,000.0,2.98
enertec,0,0,4,000.0,2.98
meridian,1,1,2,050.0,0.22
meetinghouse,1,1,2,050.0,0.22
ebsb,1,1,2,050.0,0.22
progenics,0,4,1,080.0,2.86
psma,0,3,1,075.0,3.56
1404,0,3,1,075.0,3.56
pgnx,0,4,1,080.0,2.86
contravir,0,1,3,025.0,1.56
ctrv,0,1,3,025.0,1.56
sand,0,2,1,66.66666666666667,-1.0
shipments,0,2,1,66.66666666666667,-1.0
railroad,0,2,1,66.66666666666667,-1.0
archrock,0,5,4,55.55555555555556,3.5
stake,1,2,2,060.0,1.83
aroc,0,3,2,060.0,3.5
20th,0,12,14,46.15384615384615,-1.0
news,0,1,3,025.0,0.57
ethan,0,1,1,050.0,1.1
allen,0,1,2,33.333333333333336,0.88
interiors,0,1,1,050.0,1.1
inogen,0,1,1,050.0,1.1
pros,0,1,1,050.0,1.1
biolife,0,1,1,050.0,1.1
jericho,1,1,0,100.0,-1.0
vericel,0,2,3,040.0,4.63
vcel,0,2,3,040.0,4.63
repayments,0,3,0,100.0,2.91
sblk,0,3,0,100.0,2.91
wisdomtree,0,2,2,050.0,2.29
transformative,0,2,2,050.0,2.29
advancements,0,2,2,050.0,2.29
wetf,0,2,2,050.0,2.29
communities,0,0,4,000.0,0.24
healthequity,0,0,4,000.0,0.24
spartan,0,0,4,000.0,0.24
motors,0,0,4,000.0,0.24
golub,0,0,4,000.0,0.24
anaptysbio,0,2,3,040.0,-1.0
anab,0,2,2,050.0,-1.0
jeap,0,1,0,100.0,1.27
tuesday,0,2,6,025.0,0.3
lexicon,0,2,2,050.0,-1.0
lxrx,0,2,2,050.0,-1.0
repligen,0,3,1,075.0,1.66
rgen,0,2,1,66.66666666666667,1.06
assets,1,5,3,66.66666666666667,1.24
mcep,0,2,1,66.66666666666667,1.7
inovalon,1,2,2,060.0,-1.0
inov,1,2,1,075.0,-1.0
bondpoint,1,1,1,66.66666666666667,-1.0
protalix,0,2,4,33.333333333333336,1.78
oprx,0,2,4,33.333333333333336,1.78
ulcerative,0,2,4,33.333333333333336,1.78
colitis,0,2,4,33.333333333333336,1.78
tislelizumab,1,3,1,080.0,0.31
hepatocellular,0,2,1,66.66666666666667,-1.0
carcinoma,0,2,1,66.66666666666667,-1.0
member,1,2,3,050.0,-2.39
spiros,0,2,2,050.0,1.66
margaris,0,2,2,050.0,1.66
sorrento,0,3,1,075.0,2.63
viral,0,3,1,075.0,2.63
autologous,0,3,1,075.0,2.63
allogeneic,0,3,1,075.0,2.63
shelf,0,4,2,66.66666666666667,2.63
srne,0,3,1,075.0,2.63
exercises,1,3,0,100.0,1.84
surpasses,0,0,1,000.0,1.43
since,0,0,1,000.0,1.43
sparton,0,1,3,025.0,1.32
evaluation,0,1,3,025.0,1.32
vanadium,0,1,3,025.0,1.32
shaanxi,0,1,3,025.0,1.32
province,0,1,3,025.0,1.32
bonanza,0,1,2,33.333333333333336,1.87
sandridge,0,1,2,33.333333333333336,1.87
bcei,0,1,2,33.333333333333336,1.87
habit,0,1,3,025.0,0.9
restaurants,0,1,3,025.0,0.9
habt,0,1,3,025.0,0.9
align,0,3,1,075.0,1.64
elev8,0,0,4,000.0,-3.4
hires,0,0,5,000.0,1.92
counsel,0,0,5,000.0,0.72
file,1,1,5,28.571428571428573,1.16
registration,0,1,5,16.666666666666668,-3.4
become,1,0,5,16.666666666666668,2.5
reporting,0,1,4,020.0,1.45
vate,0,0,4,000.0,-3.4
filings,0,0,1,000.0,-7.64
hadv,0,0,1,000.0,-7.64
gthx,0,1,0,100.0,-1.0
fireeye,0,1,4,020.0,-0.72
fnjn,0,2,3,040.0,-1.18
array,1,0,2,33.333333333333336,1.59
arry,1,0,2,33.333333333333336,1.59
asure,0,3,1,075.0,0.66
sheakley,0,3,1,075.0,0.66
paysystems,0,3,1,075.0,0.66
asur,0,3,1,075.0,0.66
aptose,0,2,2,050.0,0.19
apto,0,2,2,050.0,0.19
atara,1,3,1,080.0,1.04
evaluate,1,4,2,71.42857142857143,1.27
tabelecleucel,1,2,1,075.0,1.04
rituximab,1,2,1,075.0,1.04
epstein,1,2,1,075.0,1.04
barr,1,2,1,075.0,1.04
virus,1,2,1,075.0,1.04
transplant,1,2,1,075.0,1.04
lymphoproliferative,1,2,1,075.0,1.04
ptld,1,2,1,075.0,1.04
atra,1,3,1,080.0,1.04
lisis,0,2,2,050.0,-0.28
cticamente,0,2,2,050.0,-0.28
todos,0,2,2,050.0,-0.28
contribuyentes,0,2,2,050.0,-0.28
afectados,0,2,2,050.0,-0.28
reforma,0,2,2,050.0,-0.28
impuestos,0,2,2,050.0,-0.28
elliot,0,2,2,050.0,-0.22
sloane,0,2,2,050.0,-0.22
managing,0,2,2,050.0,-0.22
evio,0,4,4,050.0,0.27
laboratory,0,3,2,060.0,1.88
wingstop,0,3,1,075.0,-1.0
wing,0,3,1,075.0,-1.0
syncora,0,2,0,100.0,2.33
guarantee,0,2,0,100.0,2.33
resolution,0,2,0,100.0,2.33
greenpoint,0,2,0,100.0,2.33
litigation,0,2,0,100.0,2.33
sycrf,0,2,0,100.0,2.33
coming,1,1,1,66.66666666666667,-0.31
nutritional,2,2,1,080.0,-0.34
house,1,2,2,060.0,0.59
formal,1,1,1,66.66666666666667,-0.31
rgse,0,1,3,025.0,2.73
denny,0,4,0,100.0,0.43
denn,0,4,0,100.0,0.43
ebix,0,4,2,66.66666666666667,0.87
merchants,0,2,1,66.66666666666667,0.87
remittance,0,2,1,66.66666666666667,0.87
travel,0,2,1,66.66666666666667,0.87
while,0,3,2,060.0,0.87
vara,0,2,1,66.66666666666667,0.87
positions,0,2,2,050.0,-1.0
templeton,1,3,5,44.44444444444444,1.59
addition,0,2,4,33.333333333333336,1.41
biometrics,1,2,1,075.0,1.19
rear,1,2,1,075.0,1.19
vintage,0,2,2,050.0,0.51
legislation,0,1,2,33.333333333333336,0.66
strategies,0,1,2,33.333333333333336,0.66
less,0,1,2,33.333333333333336,0.66
cents,0,1,2,33.333333333333336,0.66
cubi,0,1,2,33.333333333333336,0.66
stay,0,6,2,075.0,1.14
paired,0,2,1,66.66666666666667,1.14
authorization,1,2,1,075.0,0.97
efavirenz,1,0,2,33.333333333333336,1.19
capsules,1,0,2,33.333333333333336,1.19
50mg,1,0,2,33.333333333333336,1.19
200mg,1,0,2,33.333333333333336,1.19
acet,1,0,2,33.333333333333336,1.19
globally,0,1,1,050.0,1.44
cymabay,0,3,1,075.0,2.6
cbay,0,3,1,075.0,2.6
recro,0,0,1,000.0,-1.09
promotions,0,0,1,000.0,-1.09
reph,0,0,1,000.0,-1.09
achieved,1,0,1,050.0,0.16
praa,0,2,1,66.66666666666667,2.06
eravacycline,0,0,3,000.0,3.38
complicated,0,0,3,000.0,3.38
abdominal,0,0,3,000.0,3.38
infections,0,0,3,000.0,3.38
ciai,0,0,3,000.0,3.38
elite,0,1,2,33.333333333333336,0.08
phendimetrazine,0,0,2,000.0,0.07
tartrate,0,0,2,000.0,0.07
tablets,0,0,2,000.0,0.07
eltp,0,1,2,33.333333333333336,0.08
arcadis,0,2,0,100.0,0.95
tcap,0,2,3,040.0,0.84
reilly,0,3,0,100.0,0.78
automotive,0,4,1,080.0,0.73
dates,0,3,1,075.0,0.67
orly,0,3,0,100.0,0.78
musa,0,3,0,100.0,0.55
mifid,1,0,1,050.0,1.71
finds,1,0,1,050.0,1.71
buyside,1,0,1,050.0,1.71
robust,1,0,2,33.333333333333336,1.68
liquidity,1,0,1,050.0,1.71
entered,0,1,2,33.333333333333336,-1.0
nomura,0,1,2,33.333333333333336,-1.0
egbn,0,1,1,050.0,0.79
literacy,1,0,1,050.0,-0.7
soar,1,0,1,050.0,-0.7
turning,1,0,1,050.0,-0.7
voyager,1,0,2,33.333333333333336,2.42
sopris,1,0,1,050.0,-0.7
letrs,1,0,1,050.0,-0.7
abcd,1,0,1,050.0,-0.7
exceed,0,2,3,040.0,0.8
hope,0,0,6,000.0,1.43
specific,0,0,3,000.0,1.51
chart,0,2,1,66.66666666666667,1.65
skaff,0,2,1,66.66666666666667,1.65
cryogenics,0,2,1,66.66666666666667,1.65
gtls,0,2,1,66.66666666666667,1.65
volumes,0,3,0,100.0,0.84
cherubim,1,0,0,100.0,-0.8
interests,1,0,0,100.0,-0.8
chit,1,0,0,100.0,-0.8
supernus,0,2,1,66.66666666666667,1.75
supn,0,2,1,66.66666666666667,1.75
crush,0,2,0,100.0,0.32
hclp,0,2,0,100.0,0.32
lamar,0,0,3,000.0,0.99
lamr,0,0,3,000.0,0.99
pixelworks,1,0,2,33.333333333333336,1.13
needham,3,5,14,36.36363636363637,1.82
