BlackRock,0,1,2,33.333333333333336
Esterline,0,0,3,000.0
Atkore,0,0,3,000.0
Virtusa,0,0,3,000.0
Secoo,0,1,2,33.333333333333336
SECO,0,1,2,33.333333333333336
Taco,1,0,2,33.333333333333336
Relaunch,1,0,2,33.333333333333336
Buck,1,0,2,33.333333333333336
Menu,1,0,2,33.333333333333336
TACO,1,0,2,33.333333333333336
ProGreen,1,1,1,66.66666666666667
secured,1,1,1,66.66666666666667
financing,1,1,2,050.0
Oshkosh,0,2,1,66.66666666666667
Aceto,0,2,1,66.66666666666667
Cullen,0,2,1,66.66666666666667
Frost,0,2,1,66.66666666666667
Caseys,0,2,1,66.66666666666667
FactSet,0,2,1,66.66666666666667
SPXC,0,2,1,66.66666666666667
Advancing,0,1,2,33.333333333333336
Vehicle,0,1,4,020.0
warnings,0,2,1,66.66666666666667
strident,0,2,1,66.66666666666667
Singapore,0,2,1,66.66666666666667
urges,0,2,1,66.66666666666667
extreme,0,2,1,66.66666666666667
caution,0,2,1,66.66666666666667
AppSwarm,0,0,3,000.0
SWRM,0,0,6,000.0
Real,0,2,5,28.571428571428573
Estate,0,2,5,28.571428571428573
USTC,0,0,3,000.0
Finalize,0,0,3,000.0
Wallet,0,0,3,000.0
Loxo,1,2,0,100.0
Rolling,1,2,0,100.0
Larotrectinib,1,2,0,100.0
Fusion,1,2,0,100.0
LOXO,1,2,0,100.0
Intellectual,1,0,2,33.333333333333336
Position,1,0,2,33.333333333333336
STING,1,0,2,33.333333333333336
Field,1,0,2,33.333333333333336
Newly,1,0,2,33.333333333333336
Issued,2,0,4,33.333333333333336
Oversubscribed,1,0,0,100.0
Albemarle,0,1,2,33.333333333333336
Eversource,0,1,2,33.333333333333336
Axalta,0,1,2,33.333333333333336
Coating,0,1,2,33.333333333333336
Sensient,0,1,2,33.333333333333336
Parks,0,1,2,33.333333333333336
LINN,0,0,2,000.0
Oklahoma,0,0,2,000.0
Waterflood,0,0,2,000.0
Panhandle,0,0,2,000.0
LNGG,0,0,2,000.0
CANN,0,1,2,33.333333333333336
Ooma,1,1,1,66.66666666666667
Butterfleye,1,1,1,66.66666666666667
OOMA,1,1,1,66.66666666666667
Mesoblasts,0,0,1,000.0
Acute,0,0,1,000.0
Versus,0,0,2,000.0
gross,0,1,2,33.333333333333336
margin,0,1,2,33.333333333333336
GAAP,0,2,4,33.333333333333336
consecutive,0,2,4,33.333333333333336
Double,0,1,2,33.333333333333336
digit,0,1,2,33.333333333333336
billings,0,1,2,33.333333333333336
Destination,0,2,1,66.66666666666667
Participation,0,2,2,050.0
DXLG,0,2,1,66.66666666666667
AMAG,2,0,4,33.333333333333336
Entitled,1,0,2,33.333333333333336
Reducing,1,0,2,33.333333333333336
Preterm,1,0,2,33.333333333333336
Birth,1,0,2,33.333333333333336
Hemispherx,1,1,0,100.0
Successfully,1,1,0,100.0
Demonstration,1,1,0,100.0
Batch,1,1,0,100.0
Ampligen,1,1,0,100.0
Manufacturer,1,1,0,100.0
Intellia,0,2,1,66.66666666666667
CytomX,0,2,1,66.66666666666667
BancSystem,0,2,1,66.66666666666667
Enable,0,2,1,66.66666666666667
Multapplied,0,1,0,100.0
Defined,0,1,0,100.0
Wide,0,1,0,100.0
Area,0,1,0,100.0
Weight,0,2,1,66.66666666666667
Watchers,0,2,1,66.66666666666667
Tailored,0,2,1,66.66666666666667
Invesco,0,2,1,66.66666666666667
Barnes,0,2,1,66.66666666666667
Keep,0,3,0,100.0
Streak,0,3,0,100.0
Alive,0,3,0,100.0
Launching,0,0,3,000.0
empowered,0,0,3,000.0
ServisFirst,0,1,1,050.0
SFBS,0,1,1,050.0
Transcontinental,0,0,3,000.0
founders,0,0,3,000.0
CEDROM,0,0,3,000.0
stakes,0,0,3,000.0
Cision,0,0,3,000.0
Excelsior,1,2,0,100.0
Oversubscription,0,1,0,100.0
Japanese,1,1,2,050.0
Therapeutic,1,1,1,66.66666666666667
CLASS,0,2,1,66.66666666666667
ACTION,0,2,1,66.66666666666667
Levi,0,2,1,66.66666666666667
Korsinsky,0,2,1,66.66666666666667
Notifies,0,2,1,66.66666666666667
Qudian,0,2,1,66.66666666666667
21Vianet,1,1,1,66.66666666666667
Divestiture,1,1,2,050.0
Remaining,1,1,1,66.66666666666667
Interest,1,1,1,66.66666666666667
Aipu,1,1,1,66.66666666666667
Elimination,1,1,1,66.66666666666667
VNET,1,1,1,66.66666666666667
COLD,0,2,0,100.0
Enrichment,0,2,0,100.0
Identify,0,2,0,100.0
Liquid,0,2,0,100.0
Biopsies,0,2,0,100.0
Sanger,0,2,0,100.0
Sequencing,0,2,0,100.0
Abeona,0,1,2,33.333333333333336
IIIB,0,1,2,33.333333333333336
ABEO,0,1,2,33.333333333333336
Chronic,0,1,2,33.333333333333336
Complex,0,1,2,33.333333333333336
Continuing,0,1,2,33.333333333333336
Atossa,0,1,2,33.333333333333336
ATOS,0,1,2,33.333333333333336
client,0,1,1,050.0
Egyptian,0,1,1,050.0
1970,0,1,1,050.0
Tennis,0,1,1,050.0
Icons,0,1,1,050.0
Bobby,0,1,1,050.0
Riggs,0,1,1,050.0
Billie,0,1,1,050.0
King,0,1,1,050.0
Represented,0,1,1,050.0
Agent,0,1,1,050.0
Alan,0,1,1,050.0
Morell,0,1,1,050.0
Highly,0,1,1,050.0
Acclaimed,0,1,1,050.0
Searchlight,0,1,1,050.0
Pictures,0,1,1,050.0
Battle,0,1,1,050.0
Sexes,0,1,1,050.0
Tivity,0,3,0,100.0
TVTY,0,3,0,100.0
LiTRA3,2,1,0,100.0
Debut,2,1,0,100.0
Starting,2,1,0,100.0
Operator,2,1,0,100.0
Safety,2,1,0,100.0
Buwog,2,0,1,66.66666666666667
expect,2,0,1,66.66666666666667
rising,2,0,1,66.66666666666667
interest,2,0,1,66.66666666666667
rates,2,0,1,66.66666666666667
grant,0,1,2,33.333333333333336
options,0,1,2,33.333333333333336
Swift,1,1,1,66.66666666666667
Navigation,1,1,1,66.66666666666667
Boeing,0,1,2,33.333333333333336
notches,0,0,2,000.0
confirms,0,0,2,000.0
tariff,0,0,2,000.0
Patterns,0,0,1,000.0
VSQTF,0,0,2,000.0
propulse,1,1,0,100.0
Wars,1,1,0,100.0
Derniers,1,1,0,100.0
Jedi,1,1,0,100.0
office,1,1,0,100.0
affichant,1,1,0,100.0
complet,1,1,0,100.0
partout,1,1,0,100.0
travers,1,1,0,100.0
monde,1,1,0,100.0
Rigrodsky,0,0,1,000.0
Suit,0,0,1,000.0
Capella,0,0,1,000.0
Navamedic,1,0,1,050.0
distribution,1,0,1,050.0
Zorflex,1,0,1,050.0
Sweden,1,0,1,050.0
Finland,1,0,1,050.0
Dorian,0,1,1,050.0
LIBERTY,1,0,0,100.0
Eastern,1,0,0,100.0
ABLYNX,0,1,1,050.0
POSITIVE,0,1,1,050.0
DATA,0,1,1,050.0
FROM,0,1,1,050.0
JAPANESE,0,1,1,050.0
ETHNO,0,1,1,050.0
BRIDGING,0,1,1,050.0
STUDY,0,1,1,050.0
CAPLACIZUMAB,0,1,1,050.0
Brussels,0,1,1,050.0
ABLX,0,1,1,050.0
Optex,0,1,0,100.0
ending,0,2,0,100.0
Baidu,2,1,0,100.0
Apollo,0,1,0,100.0
Driving,0,1,0,100.0
Allotment,0,1,0,100.0
Connection,0,1,0,100.0
Interior,0,1,0,100.0
Concepts,0,1,0,100.0
Arbor,0,0,2,000.0
Ninth,0,0,2,000.0
Collateralized,0,0,2,000.0
Commercialisation,0,0,1,000.0
Eurofarma,0,0,1,000.0
Latin,0,0,1,000.0
Ridinilazole,0,0,1,000.0
Apellis,2,0,0,100.0
Finalizes,2,0,0,100.0
Geographic,2,0,0,100.0
Atrophy,2,0,0,100.0
APLS,2,0,0,100.0
Subordinated,1,0,1,050.0
Cinema,1,1,0,100.0
MOCI,1,1,0,100.0
Denali,0,0,2,000.0
LRRK2,0,0,2,000.0
Inhibitor,0,0,2,000.0
Parkinsons,0,0,2,000.0
DNLI,0,0,2,000.0
Karolinska,1,1,0,100.0
Modus,1,1,0,100.0
publication,1,1,0,100.0
demonstrating,1,1,0,100.0
anti,1,1,0,100.0
adhesive,1,1,0,100.0
properties,1,1,0,100.0
sevuparin,1,1,0,100.0
Electrovaya,0,1,1,050.0
18h28,0,2,0,100.0
annonce,0,2,0,100.0
calcul,0,2,0,100.0
prix,0,2,0,100.0
rachat,0,2,0,100.0
billets,0,2,0,100.0
premier,0,2,0,100.0
rang,0,2,0,100.0
chant,0,2,0,100.0
Departure,0,0,2,000.0
Cable,1,1,0,100.0
Wireless,1,1,0,100.0
Inge,1,1,0,100.0
Smidts,1,1,0,100.0
LBTYA,1,1,0,100.0
Mateo,0,1,1,050.0
deliver,0,1,1,050.0
Regenerative,0,0,1,000.0
Failure,0,0,1,000.0
Left,0,0,1,000.0
Ventricular,0,0,1,000.0
Assist,0,0,1,000.0
Twin,0,1,0,100.0
TWIN,0,1,0,100.0
Highlighted,0,0,2,000.0
continued,0,0,2,000.0
commitment,0,0,2,000.0
advance,0,0,2,000.0
pipeline,0,0,2,000.0
including,0,0,2,000.0
clinical,0,0,4,000.0
lead,0,0,2,000.0
multiple,0,0,2,000.0
oncology,0,0,2,000.0
indications,0,0,2,000.0
name,0,0,2,000.0
change,0,0,2,000.0
Cotinga,0,0,2,000.0
signifies,0,0,2,000.0
evolution,0,0,2,000.0
focused,0,0,2,000.0
stage,0,0,2,000.0
biopharmaceutical,0,0,2,000.0
Merrill,1,0,1,050.0
Lynch,1,0,1,050.0
Banking,1,0,1,050.0
Veteran,1,0,1,050.0
Deep,0,1,1,050.0
Montney,0,1,1,050.0
Reaffirms,0,1,1,050.0
Exit,0,1,1,050.0
Annualized,0,1,1,050.0
Adjusted,0,1,1,050.0
Tranche,1,1,0,100.0
Remote,0,1,0,100.0
1Linx,0,1,0,100.0
Authentication,0,1,0,100.0
Lane,0,1,1,050.0
Declaration,0,1,1,050.0
Basis,0,1,1,050.0
OXLCO,0,1,1,050.0
SPAR,0,1,0,100.0
Promotion,0,1,0,100.0
Gerry,0,1,0,100.0
SGRP,0,1,0,100.0
Legacy,1,0,1,050.0
Cleanup,1,0,1,050.0
Congress,0,0,2,000.0
Pass,0,0,2,000.0
Massive,0,0,2,000.0
Bill,0,0,3,000.0
Yolanda,0,0,2,000.0
Murphy,0,0,2,000.0
Alleace,0,0,2,000.0
Gibbs,0,0,2,000.0
Mission,0,0,2,000.0
MEXCO,1,0,0,100.0
ENERGY,1,0,0,100.0
CORPORATION,1,0,0,100.0
SALE,1,0,0,100.0
ACREAGE,1,0,0,100.0
FURTHER,1,0,0,100.0
DEVELOPMENTS,1,0,0,100.0
PetroQuest,1,1,0,100.0
Louisiana,1,1,0,100.0
Play,1,1,0,100.0
Sandspring,0,1,1,050.0
Wheaton,0,1,1,050.0
Precious,0,1,1,050.0
Metals,0,1,2,33.333333333333336
extend,0,1,1,050.0
feasibility,0,1,1,050.0
date,0,1,1,050.0
exploration,0,1,1,050.0
debt,0,1,1,050.0
Kotipizza,0,1,0,100.0
COMPARABLE,0,2,0,100.0
SALES,0,1,0,100.0
GROWTH,0,2,0,100.0
THIRD,0,1,0,100.0
QUARTER,0,1,0,100.0
FINANCIAL,0,1,0,100.0
YEAR,0,1,0,100.0
Candy,0,0,2,000.0
Funko,0,0,2,000.0
Collectibles,0,0,2,000.0
FNKO,0,0,2,000.0
Aeterna,0,0,2,000.0
Zentaris,0,0,2,000.0
Macrilen,0,0,2,000.0
macimorelin,0,0,2,000.0
Diagnosis,0,0,2,000.0
Adult,0,0,2,000.0
Hormone,0,0,2,000.0
AEZS,0,0,2,000.0
Placements,1,1,0,100.0
HMSY,1,0,1,050.0
Recommended,0,0,2,000.0
Labs,0,0,2,000.0
Gateway,1,0,2,33.333333333333336
Lawrence,1,0,0,100.0
Seaway,1,0,0,100.0
GIFI,1,0,0,100.0
Commerce,0,1,1,050.0
Innovator,0,1,1,050.0
ConversionPoint,0,1,1,050.0
Stage,0,1,1,050.0
Following,0,1,1,050.0
Kevin,1,0,0,100.0
Lukassen,1,0,0,100.0
Tennessee,1,0,0,100.0
Conn,0,2,0,100.0
CONN,0,2,0,100.0
Huawei,2,0,0,100.0
BIDU,2,0,0,100.0
Solicitation,0,1,0,100.0
iRhythm,0,1,0,100.0
IRTC,0,1,0,100.0
Free,0,1,0,100.0
Survival,0,1,0,100.0
Treated,0,1,0,100.0
ProscaVax,0,1,0,100.0
Shipping,0,0,1,000.0
Continuation,0,0,1,000.0
Charter,0,0,2,000.0
Erato,0,0,1,000.0
Danae,0,0,1,000.0
Phaethon,0,0,1,000.0
Compliance,0,1,0,100.0
OTCMarkets,0,1,0,100.0
UAMA,0,1,0,100.0
Between,0,0,1,000.0
SiO2,0,0,1,000.0
Chesnaye,0,0,1,000.0
Near,0,0,1,000.0
Baie,0,0,1,000.0
Comeau,0,0,1,000.0
Kornit,0,1,0,100.0
Conferences,0,1,0,100.0
KRNT,0,1,0,100.0
Papa,0,0,1,000.0
Murphys,0,0,1,000.0
Part,0,0,1,000.0
Refresh,0,0,1,000.0
FRSH,0,0,1,000.0
Proteostasis,1,0,0,100.0
Fingerprint,0,1,0,100.0
Biometric,0,1,0,100.0
BKYI,0,1,0,100.0
Exciting,0,0,1,000.0
Collaborations,0,0,1,000.0
Possible,0,0,1,000.0
Flexible,0,0,1,000.0
Mercitalia,0,2,0,100.0
Signed,0,1,0,100.0
TRAXX,0,2,0,100.0
Locomotives,0,1,0,100.0
Maintenance,0,1,0,100.0
Italian,0,1,0,100.0
freight,0,1,0,100.0
locomotive,0,1,0,100.0
traction,0,1,0,100.0
adhesion,0,1,0,100.0
energy,0,1,0,100.0
efficiency,0,1,0,100.0
includes,0,1,0,100.0
option,0,1,0,100.0
additional,0,1,0,100.0
locomotives,0,1,0,100.0
Comcast,0,0,1,000.0
giving,0,0,1,000.0
bonuses,0,0,2,000.0
hundreds,0,0,1,000.0
thousands,0,0,1,000.0
workers,0,0,1,000.0
after,0,0,2,000.0
Extraordinary,0,0,1,000.0
Acasti,0,0,1,000.0
Warrants,0,1,1,050.0
Giapreza,0,1,0,100.0
angiotensin,0,1,0,100.0
FlyEgypt,0,1,0,100.0
Hyaluronic,0,1,0,100.0
Acid,0,1,0,100.0
approx,0,1,0,100.0
Crop,0,1,0,100.0
Settles,0,1,0,100.0
PYDS,0,0,1,000.0
Hydropothecary,0,1,0,100.0
inventory,0,1,0,100.0
cost,0,1,0,100.0
gram,0,1,0,100.0
declines,0,1,0,100.0
Wheeler,0,1,0,100.0
Terms,0,1,0,100.0
KeyBank,0,1,0,100.0
WHLR,0,1,0,100.0
LexinFintech,0,1,0,100.0
Initial,0,1,0,100.0
give,0,0,1,000.0
Histogenics,0,0,1,000.0
MEDINET,0,0,1,000.0
Enter,0,0,1,000.0
Licensing,0,0,1,000.0
NeoCart,0,0,1,000.0
HSGX,0,0,1,000.0
GenMark,0,0,1,000.0
GNMK,0,0,1,000.0
BPCE,0,0,2,000.0
Fran,0,0,1,000.0
Riahi,0,0,1,000.0
appointed,0,0,1,000.0
Groupe,0,0,1,000.0
charge,0,0,1,000.0
finance,0,0,1,000.0
strategy,0,0,1,000.0
legal,0,0,1,000.0
affairs,0,0,1,000.0
Supervisory,0,0,1,000.0
secretary,0,0,1,000.0
Eagle,0,1,0,100.0
Applications,0,0,1,000.0
Jason,0,0,1,000.0
Boling,0,0,1,000.0
Steven,0,0,1,000.0
Brink,0,0,1,000.0
Below,0,0,1,000.0
FIVE,0,0,1,000.0
Contek,0,0,1,000.0
Quality,0,0,1,000.0
Brief,0,0,1,000.0
Appeal,0,0,1,000.0
Interference,0,0,1,000.0
Circuit,0,0,1,000.0
Humanigen,0,1,0,100.0
Obligations,0,1,0,100.0
HGEN,0,1,0,100.0
Identiv,0,0,1,000.0
INVE,0,0,1,000.0
Buckeye,1,0,0,100.0
Season,1,0,0,100.0
Ambrx,1,0,0,100.0
Gemphire,1,0,0,100.0
Proof,1,0,0,100.0
Concept,1,0,0,100.0
Differentiated,1,0,0,100.0
GEMP,1,0,0,100.0
bonus,0,0,1,000.0
Need,0,0,1,000.0
Know,0,0,1,000.0
Fluidigm,0,0,1,000.0
FLDM,0,0,1,000.0
EPRI,0,0,1,000.0
Regional,0,0,1,000.0
Grid,0,0,1,000.0
Disruptions,0,0,1,000.0
Resulting,0,0,1,000.0
Altitude,0,0,1,000.0
Electromagnetic,0,0,1,000.0
Pulse,0,0,1,000.0
Agriculture,0,0,1,000.0
2021,0,0,1,000.0
18th,0,0,1,000.0
Ideas,0,0,1,000.0
Demonstrate,0,1,0,100.0
Sensor,0,1,0,100.0
ChinaCache,1,0,0,100.0
CCIH,1,0,0,100.0
Majestic,0,0,1,000.0
files,0,0,1,000.0
updated,0,0,1,000.0
technical,0,0,1,000.0
Toro,0,0,1,000.0
Parrilla,0,0,1,000.0
Martin,0,0,1,000.0
Klondex,0,1,0,100.0
Mineral,0,1,0,100.0
Resource,0,1,0,100.0
Estimate,0,1,0,100.0
Fire,0,1,0,100.0
Creek,0,1,0,100.0
Indicated,0,1,0,100.0
AuEq,0,2,0,100.0
Inferred,0,1,0,100.0
Resigns,0,0,1,000.0
Galway,0,0,1,000.0
Reviewing,0,0,1,000.0
Candidates,0,0,1,000.0
Gulfport,0,0,1,000.0
SCOOP,0,0,2,000.0
Sycamore,0,0,1,000.0
Woodford,0,0,1,000.0
GPOR,0,0,1,000.0
Integra,0,1,0,100.0
LifeSciences,0,1,0,100.0
IART,0,1,0,100.0
completing,1,0,0,100.0
Anfield,0,0,1,000.0
Coringa,0,0,1,000.0
Florida,0,1,0,100.0
Transocean,2,0,0,100.0
Harsh,1,0,0,100.0
Semisubmersible,1,0,0,100.0
Spitsbergen,1,0,0,100.0
Recreational,1,0,0,100.0
Kaya,1,0,0,100.0
OTCQB,1,0,0,100.0
KAYS,2,0,0,100.0
Clips,1,0,0,100.0
Dynamics,0,0,1,000.0
Experts,0,0,1,000.0
Monetize,0,0,1,000.0
DNAD,0,0,1,000.0
SIGNET,0,1,0,100.0
JEWELERS,0,1,0,100.0
LIMITED,0,1,0,100.0
Signet,0,1,0,100.0
Jewelers,0,1,0,100.0
Trisura,0,0,1,000.0
Consolidation,0,0,1,000.0
Comparing,0,0,1,000.0
Quetiapine,0,0,1,000.0
Adjunctive,0,0,1,000.0
Antidepressants,0,0,1,000.0
Depressive,0,0,1,000.0
Strad,0,0,1,000.0
Expenditure,0,0,1,000.0
GWPH,0,1,0,100.0
Arix,0,0,2,000.0
Bioscience,0,0,3,000.0
leads,0,0,1,000.0
Aura,0,0,1,000.0
ARIX,0,0,1,000.0
SemCAMS,0,1,0,100.0
Duvernay,0,1,0,100.0
Sour,0,1,0,100.0
Plant,0,1,0,100.0
SEMG,0,1,0,100.0
KCAP,2,0,0,100.0
Refinancing,1,0,0,100.0
Catamaran,1,0,0,100.0
2015,1,0,0,100.0
managed,1,0,0,100.0
Trimaran,1,0,0,100.0
Advisors,1,0,0,100.0
Yield10,0,0,1,000.0
YTEN,0,0,1,000.0
Polish,0,1,0,100.0
Leukemia,0,1,0,100.0
Rodger,0,1,0,100.0
Novak,0,1,0,100.0
NXTD,0,1,0,100.0
PDCE,0,1,0,100.0
Ultra,0,0,1,000.0
Marcellus,0,0,1,000.0
Anabasum,0,0,1,000.0
Lupus,0,0,1,000.0
Erythematosus,0,0,1,000.0
funded,0,0,1,000.0
NIAID,0,0,1,000.0
Autoimmunity,0,0,1,000.0
Centers,0,0,1,000.0
affects,0,0,1,000.0
Americans,0,0,1,000.0
fold,0,0,1,000.0
mortality,0,0,1,000.0
represents,0,0,1,000.0
indication,0,0,1,000.0
targeted,0,0,1,000.0
anabasum,0,0,1,000.0
Airport,0,0,1,000.0
